player_name,national_team,club_name,club_wikipedia_url,club_country,start_age_est,end_age_est,start_year_est,end_year_est,source_primary,source_secondary,confidence,notes
Mateo Kovacic,Croatia,LASK,https://en.wikipedia.org/wiki/LASK,Austria,6,13,2000,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mateo_Kovacic,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2007. Club country still needs backfill.
Mateo Kovacic,Croatia,Dinamo Zagreb,https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb_Academy,Croatia,13,16,2007,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Mateo_Kovacic,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2010. Club country still needs backfill.
Nikola Vlašic,Croatia,Omladinac Vranjic,https://en.wikipedia.org/wiki/NK_Omladinac_Vranjic,Croatia,9,12,2006,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nikola_Vlašic,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2009. Club country still needs backfill.
Nikola Vlašic,Croatia,Hajduk Split,https://en.wikipedia.org/wiki/HNK_Hajduk_Split_Reserves_and_Academy,Croatia,13,16,2010,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nikola_Vlašic,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2014. Club country still needs backfill.
Petar Musa,Croatia,Hrvatski Dragovoljac,https://en.wikipedia.org/wiki/NK_Hrvatski_Dragovoljac,Croatia,8,9,2006,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Petar_Musa,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2007. Club country still needs backfill.
Petar Musa,Croatia,NK Zagreb,https://en.wikipedia.org/wiki/NK_Zagreb,Croatia,9,16,2007,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Petar_Musa,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2015. Club country still needs backfill.
Petar Sucic,Croatia,NK Sportprevent Bugojno,,Bosnia and Herzegovina,10,15,2013,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Petar_Sucic,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2018. Club country still needs backfill.
Petar Sucic,Croatia,Iskra Bugojno,https://en.wikipedia.org/wiki/NK_Iskra_Bugojno,Bosnia and Herzegovina,15,16,2018,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Petar_Sucic,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2020. Club country still needs backfill.
Armando Obispo,Curaçao,LSV,,Netherlands,7,7,2006,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Armando_Obispo,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2006. Club country still needs backfill.
Armando Obispo,Curaçao,ODC,,Netherlands,7,7,2006,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Armando_Obispo,medium,First-pass youth record from Wikipedia. Original youth span: 2006. Club country still needs backfill.
Armando Obispo,Curaçao,PSV,https://en.wikipedia.org/wiki/PSV_Eindhoven,Netherlands,7,16,2006,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Armando_Obispo,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2016. Club country still needs backfill.
Deveron Fonville,Curaçao,PSV,https://en.wikipedia.org/wiki/PSV_Eindhoven,Netherlands,8,16,2011,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Deveron_Fonville,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2019. Club country still needs backfill.
Deveron Fonville,Curaçao,VVIJ [ nl ],https://en.wikipedia.org/wiki/VVIJ?action=edit&redlink=1,Netherlands,8,8,2011,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Deveron_Fonville,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2011. Club country still needs backfill.
Deveron Fonville,Curaçao,Utrecht,https://en.wikipedia.org/wiki/FC_Utrecht,Netherlands,16,16,2019,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Deveron_Fonville,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2022. Club country still needs backfill.
Eloy Room,Curaçao,SCE Nijmegen [ nl ],https://en.wikipedia.org/wiki/SCE_Nijmegen?action=edit&redlink=1,Netherlands,7,9,1996,1998,Wikipedia player infobox,https://en.wikipedia.org/wiki/Eloy_Room,medium,First-pass youth record from Wikipedia. Original youth span: 1996–1998. Club country still needs backfill.
Eloy Room,Curaçao,NEC,https://en.wikipedia.org/wiki/N.E.C._(football_club),Netherlands,9,12,1998,2001,Wikipedia player infobox,https://en.wikipedia.org/wiki/Eloy_Room,medium,First-pass youth record from Wikipedia. Original youth span: 1998–2001. Club country still needs backfill.
Eloy Room,Curaçao,VV Union [ nl ],https://en.wikipedia.org/wiki/VV_Union?action=edit&redlink=1,Netherlands,12,13,2001,2002,Wikipedia player infobox,https://en.wikipedia.org/wiki/Eloy_Room,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2002. Club country still needs backfill.
Eloy Room,Curaçao,Vitesse,https://en.wikipedia.org/wiki/SBV_Vitesse,Netherlands,13,16,2002,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Eloy_Room,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2008. Club country still needs backfill.
Joshua Brenet,Curaçao,FC Omniworld,https://en.wikipedia.org/wiki/Almere_City_FC,Netherlands,12,14,2006,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Joshua_Brenet,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2008. Club country still needs backfill.
Joshua Brenet,Curaçao,ASC Waterwijk,,Netherlands,14,15,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Joshua_Brenet,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Joshua Brenet,Curaçao,A.V.V. Zeeburgia,https://en.wikipedia.org/wiki/A.V.V._Zeeburgia,Netherlands,15,16,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Joshua_Brenet,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Juninho Bacuna,Curaçao,GRC Groningen,,Netherlands,8,9,2005,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Juninho_Bacuna,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2006. Club country still needs backfill.
Juninho Bacuna,Curaçao,Groningen,https://en.wikipedia.org/wiki/FC_Groningen,Netherlands,9,16,2006,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Juninho_Bacuna,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2015. Club country still needs backfill.
Juriën Gaari,Curaçao,Excelsior,https://en.wikipedia.org/wiki/SBV_Excelsior,Netherlands,14,16,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Juriën_Gaari,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2012. Club country still needs backfill.
Jürgen Locadia,Curaçao,Bargeres,https://en.wikipedia.org/wiki/VV%20Bargeres,France,5,8,1998,2001,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jürgen_Locadia,medium,First-pass youth record from Wikipedia. Original youth span: 1998–2001. Club country still needs backfill.
Jürgen Locadia,Curaçao,Emmen,https://en.wikipedia.org/wiki/VV%20Emmen,Netherlands,8,11,2001,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jürgen_Locadia,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2004. Club country still needs backfill.
Jürgen Locadia,Curaçao,Emmen,https://en.wikipedia.org/wiki/FC_Emmen,Netherlands,11,15,2004,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jürgen_Locadia,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2008. Club country still needs backfill.
Jürgen Locadia,Curaçao,Sarto,https://en.wikipedia.org/wiki/RKSV%20Sarto,Canada,16,16,2009,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jürgen_Locadia,medium,First-pass youth record from Wikipedia. Original youth span: 2009. Club country still needs backfill.
Jürgen Locadia,Curaçao,Willem II,https://en.wikipedia.org/wiki/Willem_II_(football_club),Netherlands,16,16,2009,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jürgen_Locadia,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Leandro Bacuna,Curaçao,Groningen,https://en.wikipedia.org/wiki/FC_Groningen,Netherlands,11,16,2002,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Leandro_Bacuna,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2009. Club country still needs backfill.
Livano Comenencia,Curaçao,PSV,https://en.wikipedia.org/wiki/PSV_Eindhoven,Netherlands,8,16,2012,2020,Wikipedia player infobox,https://en.wikipedia.org/wiki/Livano_Comenencia,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2021. Club country still needs backfill.
Riechedly Bazoer,Curaçao,USV Elinkwijk,https://en.wikipedia.org/wiki/USV_Elinkwijk,Netherlands,9,10,2005,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Riechedly_Bazoer,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2006. Club country still needs backfill.
Riechedly Bazoer,Curaçao,PSV,https://en.wikipedia.org/wiki/PSV_Eindhoven,Netherlands,10,16,2006,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Riechedly_Bazoer,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2012. Club country still needs backfill.
Riechedly Bazoer,Curaçao,Ajax,https://en.wikipedia.org/wiki/AFC_Ajax,Netherlands,16,16,2012,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Riechedly_Bazoer,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Sherel Floranus,Curaçao,Spartaan '20,https://en.wikipedia.org/wiki/Spartaan%2720,Netherlands,8,12,2006,2010,Transfermarkt,https://www.transfermarkt.com/sherel-floranus/profil/spieler/315211,medium,Second-pass research. Original span: 2006-2010. Club country pending backfill.
Sherel Floranus,Curaçao,Sparta Rotterdam,https://en.wikipedia.org/wiki/Sparta_Rotterdam,Netherlands,12,16,2010,2014,Transfermarkt,https://en.wikipedia.org/wiki/Sherel_Floranus,medium,Second-pass research. Original span: 2010-2015. Club country pending backfill.
Sontje Hansen,Curaçao,HSV Sport 1889,,Netherlands,5,9,2007,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sontje_Hansen,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2011. Club country still needs backfill.
Sontje Hansen,Curaçao,Zwaluwen '30,https://en.wikipedia.org/wiki/Zwaluwen_'30,Netherlands,9,10,2011,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sontje_Hansen,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2012. Club country still needs backfill.
Sontje Hansen,Curaçao,Always Forward,,Netherlands,10,11,2012,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sontje_Hansen,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2013. Club country still needs backfill.
Sontje Hansen,Curaçao,Ajax,https://en.wikipedia.org/wiki/Ajax_Youth_Academy,Netherlands,11,16,2013,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Sontje_Hansen,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2023. Club country still needs backfill.
Tahith Chong,Curaçao,Atlétiko Saliña,,Curaçao,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Tahith_Chong,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Tahith Chong,Curaçao,Feyenoord Rotterdam,https://en.wikipedia.org/wiki/Feyenoord_Rotterdam,Netherlands,10,16,2009,2015,Transfermarkt,https://www.transfermarkt.com/tahith-chong/profil/spieler/344830,medium,Second-pass research. Original span: 2009-2016. Club country pending backfill.
Adam Hložek,Czechia,FC Ivancice,,Czechia,6,12,2008,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Adam_Hložek,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2014. Club country still needs backfill.
Adam Hložek,Czechia,Sparta Prague,https://en.wikipedia.org/wiki/AC_Sparta_Prague,Czechia,12,16,2014,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Adam_Hložek,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2018. Club country still needs backfill.
Alexandr Sojka,Czechia,Klatovy,https://en.wikipedia.org/wiki/SK_Klatovy_1898,Czechia,14,14,2017,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexandr_Sojka,medium,First-pass youth record from Wikipedia. Original youth span: –2017. Club country still needs backfill.
Alexandr Sojka,Czechia,Viktoria Plzen,https://en.wikipedia.org/wiki/FC_Viktoria_Plzen,Czechia,14,16,2017,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexandr_Sojka,medium,First-pass youth record from Wikipedia. Original youth span: 2017–2021. Club country still needs backfill.
David Doudera,Czechia,SC Xaverov,https://en.wikipedia.org/wiki/SC_Xaverov,Czechia,9,9,2007,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Doudera,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2007. Club country still needs backfill.
David Doudera,Czechia,Viktoria Žižkov,https://en.wikipedia.org/wiki/FK_Viktoria_Žižkov,Czechia,9,13,2007,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Doudera,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2011. Club country still needs backfill.
David Doudera,Czechia,Meteor Prague,https://en.wikipedia.org/wiki/FK_Meteor_Prague_VIII,Czechia,13,16,2011,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Doudera,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
David Doudera,Czechia,Dukla Prague,https://en.wikipedia.org/wiki/FK_Dukla_Prague,Czechia,16,16,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Doudera,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2017. Club country still needs backfill.
Denis Višinský,Czechia,FC Melník,,Czechia,6,7,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Denis_Višinský,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Denis Višinský,Czechia,Slavia Prague,https://en.wikipedia.org/wiki/SK_Slavia_Prague,Czechia,7,16,2010,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Denis_Višinský,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2021. Club country still needs backfill.
Jaroslav Zelený,Czechia,Hradec Králové,https://en.wikipedia.org/wiki/FC_Hradec_Králové,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Jaroslav_Zelený,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Jaroslav Zelený,Czechia,AFK Hronov,https://en.wikipedia.org/wiki/Yuri_Ahronovitch,Czechia,8,11,2000,2003,Transfermarkt,https://www.transfermarkt.com/jaroslav-zeleny/profil/spieler/142219,medium,Second-pass research. Original span: 2000 - 2003. Club country pending backfill.
Ladislav Krejcí,Czechia,Slovan Rosice,https://en.wikipedia.org/wiki/FC_Slovan_Rosice,Czechia,7,9,2006,2008,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Ladislav_Krejcí_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 2006-2008. Club country still needs backfill.
Ladislav Krejcí,Czechia,Zbrojovka Brno,https://en.wikipedia.org/wiki/FC_Zbrojovka_Brno,Czechia,9,12,2008,2011,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Ladislav_Krejcí_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 2008-2011. Club country still needs backfill.
Ladislav Krejcí,Czechia,Slovan Rosice,https://en.wikipedia.org/wiki/FC_Slovan_Rosice,Czechia,12,13,2011,2012,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Ladislav_Krejcí_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 2011-2012. Club country still needs backfill.
Ladislav Krejcí,Czechia,Zbrojovka Brno,https://en.wikipedia.org/wiki/FC_Zbrojovka_Brno,Czechia,13,16,2012,2015,Wikipedia player infobox,"https://en.wikipedia.org/wiki/Ladislav_Krejcí_(footballer,_born_1999)",medium,First-pass youth record from Wikipedia. Original youth span: 2012-2016. Club country still needs backfill.
Lukáš Cerv,Czechia,Slavia Prague,https://en.wikipedia.org/wiki/SK_Slavia_Prague,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lukáš_Cerv,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Lukáš Provod,Czechia,Viktoria Plzen,https://en.wikipedia.org/wiki/FC_Viktoria_Plzen,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Lukáš_Provod,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Lukáš Provod,Czechia,SK Smíchov Plzen,,Czechia,7,13,2003,2009,Transfermarkt,https://www.transfermarkt.com/lukas-provod/profil/spieler/292779,medium,Second-pass research. Original span: 2003 - 2009. Club country pending backfill.
Matej Kovár,Czechia,1. FC Slovácko,https://en.wikipedia.org/wiki/1._FC_Slovácko,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Matej_Kovár,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Michal Sadílek,Czechia,1. FC Slovácko,https://en.wikipedia.org/wiki/1._FC_Slovácko,Czechia,16,16,2015,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Michal_Sadílek,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2015. Club country still needs backfill.
Michal Sadílek,Czechia,PSV,https://en.wikipedia.org/wiki/PSV_Eindhoven,Netherlands,16,16,2015,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Michal_Sadílek,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2018. Club country still needs backfill.
Patrik Schick,Czechia,Sparta Prague,https://en.wikipedia.org/wiki/AC_Sparta_Prague,Czechia,11,16,2007,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Patrik_Schick,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2014. Club country still needs backfill.
Pavel Šulc,Czechia,SK Toužim,https://en.wikipedia.org/wiki/Mounir_Satouri,France,7,9,2007,2009,Transfermarkt,https://www.transfermarkt.com/pavel-sulc/profil/spieler/500053,medium,Second-pass research. Original span: 2007 - 2009. Club country pending backfill.
Robin Hranác,Czechia,Viktoria Plzen,https://en.wikipedia.org/wiki/FC_Viktoria_Plzen,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Robin_Hranác,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Tomáš Holeš,Czechia,Hradec Králové,https://en.wikipedia.org/wiki/FC_Hradec_Králové,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Tomáš_Holeš,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Tomáš Holeš,Czechia,SK Policka,https://en.wikipedia.org/wiki/Alex_Skolnick,United States,7,14,2000,2007,Transfermarkt,https://www.transfermarkt.com/tomas-holes/profil/spieler/216278,medium,Second-pass research. Original span: 2000 - 2007. Club country pending backfill.
Tomáš Soucek,Czechia,Slavia Prague,https://en.wikipedia.org/wiki/SK_Slavia_Prague,Czechia,10,16,2005,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Tomáš_Soucek,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2014. Club country still needs backfill.
Vladimír Coufal,Czechia,Baník Ostrava,https://en.wikipedia.org/wiki/FC_Baník_Ostrava,Czechia,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Vladimír_Coufal,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Vladimír Coufal,Czechia,TJ Ludgerovice,,Czechia,6,10,1998,2002,Transfermarkt,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,medium,Second-pass research. Original span: 1998-2002. Club country pending backfill.
Vladimír Coufal,Czechia,FC Baník Ostrava,https://en.wikipedia.org/wiki/FC_Ban%C3%ADk_Ostrava,Czechia,10,16,2002,2008,Transfermarkt,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,medium,Second-pass research. Original span: 2002-2009. Club country pending backfill.
Vladimír Darida,Czechia,Viktoria Plzen,https://en.wikipedia.org/wiki/FC_Viktoria_Plzen,Czechia,5,16,1995,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Vladimír_Darida,medium,First-pass youth record from Wikipedia. Original youth span: 1995–2010. Club country still needs backfill.
Štepán Chaloupek,Czechia,SFK Meziborí,,Czechia,6,12,2009,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Štepán_Chaloupek,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2015. Club country still needs backfill.
Štepán Chaloupek,Czechia,Teplice,https://en.wikipedia.org/wiki/FK_Teplice,Czechia,12,16,2015,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Štepán_Chaloupek,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2021. Club country still needs backfill.
Amad Diallo,Côte d'Ivoire,Boca Barco,,Argentina,12,13,2014,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amad_Diallo,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2015. Club country still needs backfill.
Amad Diallo,Côte d'Ivoire,Atalanta,https://en.wikipedia.org/wiki/Atalanta_B.C._Youth_Sector,Italy,13,16,2015,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amad_Diallo,medium,First-pass youth record from Wikipedia. Original youth span: 2015–2019. Club country still needs backfill.
Ange-Yoan Bonny,Côte d'Ivoire,La Rochelle Villeneuve,,France,7,8,2010,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Ange-Yoan Bonny,Côte d'Ivoire,Périgny,,France,8,10,2011,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2013. Club country still needs backfill.
Ange-Yoan Bonny,Côte d'Ivoire,Chambray,,France,10,15,2013,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,medium,First-pass youth record from Wikipedia. Original youth span: 2013–2018. Club country still needs backfill.
Ange-Yoan Bonny,Côte d'Ivoire,Tours,https://en.wikipedia.org/wiki/Tours_FC,France,15,16,2018,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2019. Club country still needs backfill.
Ange-Yoan Bonny,Côte d'Ivoire,Châteauroux,https://en.wikipedia.org/wiki/LB_Châteauroux,France,16,16,2019,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ange-Yoan_Bonny,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2020. Club country still needs backfill.
Christ Inao Oulaï,Côte d'Ivoire,JMG Academy,https://en.wikipedia.org/wiki/JMG_Academy,France,12,16,2018,2022,Wikipedia player infobox,https://en.wikipedia.org/wiki/Christ_Inao_Oulaï,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2024. Club country still needs backfill.
Christopher Opéri,Côte d'Ivoire,Caen,https://en.wikipedia.org/wiki/Stade_Malherbe_Caen,France,15,16,2012,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Christopher_Opéri,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2017. Club country still needs backfill.
Emmanuel Agbadou,Côte d'Ivoire,San Pédro,https://en.wikipedia.org/wiki/FC_San_Pédro,Côte d'Ivoire,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Emmanuel_Agbadou,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Franck Kessié,Côte d'Ivoire,Stella Club,https://en.wikipedia.org/wiki/Stella_Club_d'Adjamé,Côte d'Ivoire,14,16,2010,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Franck_Kessié,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2014. Club country still needs backfill.
Ghislain Konan,Côte d'Ivoire,ASEC Mimosas,https://en.wikipedia.org/wiki/ASEC_Mimosas,Côte d'Ivoire,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ghislain_Konan,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Guéla Doué,Côte d'Ivoire,Rennes,https://en.wikipedia.org/wiki/Stade_Rennais_F.C.,France,9,16,2011,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Guéla_Doué,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2020. Club country still needs backfill.
Ibrahim Sangaré,Côte d'Ivoire,Tout Puissant Koumassi,,Côte d'Ivoire,14,14,2011,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Sangaré_(Ivorian_footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2011. Club country still needs backfill.
Ibrahim Sangaré,Côte d'Ivoire,AS Denguélé,https://en.wikipedia.org/wiki/AS_Denguélé,Côte d'Ivoire,15,16,2012,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ibrahim_Sangaré_(Ivorian_footballer),medium,First-pass youth record from Wikipedia. Original youth span: 2012–2016. Club country still needs backfill.
Nicolas Pépé,Côte d'Ivoire,Solitaire Paris Est,,France,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nicolas_Pépé,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Nicolas Pépé,Côte d'Ivoire,FC Solitaires Paris Est,,France,6,16,2001,2011,Transfermarkt,https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052,medium,Second-pass research. Original span: 2001-2011. Club country pending backfill.
Nicolas Pépé,Côte d'Ivoire,Stade Poitevin FC,,France,16,16,2011,2011,Transfermarkt,https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052,medium,Second-pass research. Original span: 2011-2013. Club country pending backfill.
Odilon Kossounou,Côte d'Ivoire,ASEC Mimosas,https://en.wikipedia.org/wiki/ASEC_Mimosas,Côte d'Ivoire,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Odilon_Kossounou,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Ousmane Diomande,Côte d'Ivoire,OS Abobo,,Côte d'Ivoire,11,16,2014,2019,Wikipedia player infobox,https://en.wikipedia.org/wiki/Ousmane_Diomande,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2020. Club country still needs backfill.
Wilfried Singo,Côte d'Ivoire,Denguélé,https://en.wikipedia.org/wiki/AS_Denguélé,Côte d'Ivoire,,,,,Wikipedia player infobox,https://en.wikipedia.org/wiki/Wilfried_Singo,low,Fallback youth record from the earliest listed youth club in the Wikipedia infobox. Exact overlap with ages 5-16 is not published clearly enough to estimate.
Wilfried Singo,Côte d'Ivoire,RCDE International,https://en.wikipedia.org/wiki/RCTV_International,Spain,16,16,2016,2016,Transfermarkt,https://www.transfermarkt.com/wilfried-singo/profil/spieler/648779,medium,Second-pass research. Original span: 2016-2017. Club country pending backfill.
